ID,Date,Element,Data_Value
SPE00120512,2012-10-25,TMAX,212
SPE00120512,2015-02-19,TMIN,75
SPE00120512,2014-07-26,TMAX,338
SPE00120512,2007-10-08,TMAX,297
SPE00120512,2008-08-08,TMAX,353
SPE00120512,2014-05-01,TMIN,145
SPE00120512,2005-09-12,TMIN,171
SPE00120512,2007-12-19,TMIN,108
SPE00120512,2009-10-15,TMAX,307
SPE00120512,2012-03-04,TMAX,229
SPE00120512,2010-05-25,TMAX,272
SPE00120512,2008-02-11,TMAX,195
SPE00120512,2005-07-21,TMAX,416
SPE00120512,2007-12-31,TMAX,155
SPE00120512,2011-11-14,TMAX,192
SPE00120512,2008-05-12,TMAX,228
SPE00120512,2007-07-25,TMIN,199
SPE00120512,2008-08-08,TMIN,200
SPE00120512,2012-02-08,TMAX,129
SPE00120512,2008-02-11,TMIN,84
SPE00120512,2015-02-19,TMAX,185
SPE00120512,2010-12-18,TMIN,75
SPE00120512,2009-06-12,TMAX,397
SPE00120512,2012-03-05,TMAX,226
SPE00120512,2010-01-16,TMAX,167
SPE00120512,2011-05-05,TMAX,276
SPE00120512,2010-01-16,TMIN,83
SPE00120512,2014-04-19,TMIN,152
SPE00120512,2012-04-30,TMIN,77
SPE00120512,2013-08-27,TMAX,313
SPE00120512,2010-12-18,TMAX,173
SPE00120512,2007-12-31,TMIN,39
SPE00120512,2011-08-22,TMIN,215
SPE00120512,2006-12-03,TMAX,185
SPE00120512,2008-05-12,TMIN,158
SPE00120512,2008-07-22,TMIN,206
SPE00120512,2011-07-05,TMAX,382
SPE00120512,2007-04-06,TMIN,44
SPE00120512,2011-05-12,TMIN,195
SPE00120512,2014-11-24,TMAX,221
SPE00120512,2007-10-08,TMIN,182
SPE00120512,2014-04-19,TMAX,232
SPE00120512,2015-12-03,TMAX,232
SPE00120512,2015-06-08,TMAX,359
SPE00120512,2009-08-31,TMIN,235
SPE00120512,2005-01-16,TMIN,55
SPE00120512,2014-09-18,TMIN,194
SPE00120512,2013-12-19,TMAX,163
SPE00120512,2015-12-03,TMIN,84
SPE00120512,2013-12-19,TMIN,75
SPE00120512,2009-10-28,TMAX,286
SPE00120512,2009-08-10,TMIN,195
SPE00120512,2012-11-27,TMIN,62
SPE00120512,2012-05-11,TMIN,201
SPE00120512,2011-08-22,TMAX,318
SPE00120512,2013-12-27,TMAX,169
SPE00120512,2007-09-23,TMIN,187
SPE00120512,2013-12-27,TMIN,122
SPE00120512,2011-05-05,TMIN,160
SPE00120512,2005-09-12,TMAX,305
SPE00120512,2012-03-05,TMIN,68
SPE00120512,2015-01-06,TMAX,136
SPE00120512,2007-09-23,TMAX,320
SPE00120512,2009-08-10,TMAX,365
SPE00120512,2013-08-18,TMAX,405
SPE00120512,2012-09-24,TMIN,150
SPE00120512,2006-09-07,TMIN,225
SPE00120512,2012-07-20,TMAX,395
SPE00120512,2009-04-29,TMIN,115
SPE00120512,2012-03-06,TMIN,56
SPE00120512,2006-10-05,TMAX,275
SPE00120512,2015-07-04,TMIN,206
SPE00120512,2011-07-16,TMAX,378
SPE00120512,2007-07-15,TMIN,212
SPE00120512,2006-03-13,TMAX,256
SPE00120512,2005-03-28,TMIN,135
SPE00120512,2012-12-14,TMIN,101
SPE00120512,2005-12-17,TMIN,15
SPE00120512,2010-02-16,TMAX,186
SPE00120512,2012-11-07,TMIN,137
SPE00120512,2013-07-17,TMAX,383
SPE00120512,2011-06-02,TMAX,304
SPE00120512,2013-08-18,TMIN,205
SPE00120512,2012-12-14,TMAX,174
SPE00120512,2006-03-11,TMIN,73
SPE00120512,2005-10-19,TMIN,146
SPE00120512,2010-02-16,TMIN,125
SPE00120512,2015-05-19,TMIN,173
SPE00120512,2006-09-13,TMAX,285
SPE00120512,2014-08-22,TMIN,187
SPE00120512,2009-04-22,TMIN,116
SPE00120512,2005-10-26,TMAX,280
SPE00120512,2009-04-22,TMAX,280
SPE00120512,2006-12-26,TMAX,163
SPE00120512,2005-12-17,TMAX,152
SPE00120512,2013-07-17,TMIN,201
SPE00120512,2010-01-15,TMAX,151
SPE00120512,2011-05-13,TMAX,310
SPE00120512,2011-02-05,TMIN,48
SPE00120512,2015-02-17,TMIN,63
SPE00120512,2005-10-18,TMAX,241
SPE00120512,2014-10-21,TMAX,320
SPE00120512,2013-11-04,TMIN,104
SPE00120512,2015-07-04,TMAX,379
SPE00120512,2011-08-21,TMIN,223
SPE00120512,2012-11-07,TMAX,177
SPE00120512,2012-03-06,TMAX,212
SPE00120512,2012-04-30,TMAX,190
SPE00120512,2013-08-27,TMIN,191
SPE00120512,2015-09-26,TMAX,320
SPE00120512,2012-05-11,TMAX,379
SPE00120512,2012-07-20,TMIN,205
SPE00120512,2007-12-19,TMAX,176
SPE00120512,2008-11-13,TMAX,190
SPE00120512,2005-11-18,TMAX,178
SPE00120512,2014-07-26,TMIN,185
SPE00120512,2015-06-07,TMAX,370
SPE00120512,2015-02-04,TMAX,132
SPE00120512,2008-11-13,TMIN,78
SPE00120512,2005-10-26,TMIN,135
SPE00120512,2015-06-07,TMIN,193
SPE00120512,2011-01-12,TMAX,155
SPE00120512,2011-11-14,TMIN,137
SPE00120512,2005-11-18,TMIN,98
SPE00120512,2009-07-07,TMAX,314
SPE00120512,2006-03-13,TMIN,100
SPE00120512,2005-03-24,TMIN,138
SPE00120512,2006-07-09,TMAX,414
SPE00120512,2014-12-12,TMAX,164
SPE00120512,2012-06-07,TMAX,322
SPE00120512,2005-03-28,TMAX,211
SPE00120512,2011-07-16,TMIN,232
SPE00120512,2015-03-08,TMIN,52
SPE00120512,2015-03-08,TMAX,272
SPE00120512,2011-06-02,TMIN,187
SPE00120512,2008-12-01,TMAX,145
SPE00120512,2006-07-09,TMIN,225
SPE00120512,2006-06-04,TMIN,175
SPE00120512,2009-08-24,TMAX,340
SPE00120512,2015-05-19,TMAX,282
SPE00120512,2005-10-11,TMIN,176
SPE00120512,2008-09-18,TMAX,262
SPE00120512,2015-01-04,TMAX,205
SPE00120512,2015-11-16,TMIN,106
SPE00120512,2015-03-24,TMIN,69
SPE00120512,2010-07-05,TMIN,236
SPE00120512,2008-07-15,TMAX,344
SPE00120512,2009-05-17,TMAX,310
SPE00120512,2015-01-03,TMIN,34
SPE00120512,2010-04-21,TMIN,156
SPE00120512,2008-10-23,TMAX,228
SPE00120512,2008-07-15,TMIN,212
SPE00120512,2006-12-28,TMAX,172
SPE00120512,2011-01-09,TMIN,100
SPE00120512,2007-10-14,TMAX,267
SPE00120512,2007-11-26,TMIN,74
SPE00120512,2006-12-28,TMIN,80
SPE00120512,2010-11-13,TMIN,94
SPE00120512,2014-04-14,TMAX,282
SPE00120512,2006-02-01,TMIN,41
SPE00120512,2009-08-24,TMIN,235
SPE00120512,2008-01-12,TMIN,45
SPE00120512,2006-01-13,TMIN,53
SPE00120512,2015-01-03,TMAX,179
SPE00120512,2005-09-04,TMAX,380
SPE00120512,2013-02-07,TMAX,151
SPE00120512,2008-01-12,TMAX,139
SPE00120512,2010-12-03,TMIN,35
SPE00120512,2010-04-21,TMAX,228
SPE00120512,2008-09-23,TMAX,275
SPE00120512,2008-06-07,TMAX,325
SPE00120512,2014-07-12,TMIN,190
SPE00120512,2007-11-18,TMAX,205
SPE00120512,2011-02-12,TMIN,63
SPE00120512,2010-10-25,TMAX,260
SPE00120512,2010-04-14,TMAX,248
SPE00120512,2013-08-25,TMIN,222
SPE00120512,2013-08-25,TMAX,344
SPE00120512,2005-06-26,TMIN,188
SPE00120512,2011-05-12,TMAX,314
SPE00120512,2011-12-01,TMIN,73
SPE00120512,2014-04-30,TMAX,320
SPE00120512,2006-06-05,TMIN,182
SPE00120512,2014-02-17,TMIN,73
SPE00120512,2010-04-19,TMIN,135
SPE00120512,2006-06-05,TMAX,348
SPE00120512,2007-12-30,TMIN,38
SPE00120512,2015-07-03,TMIN,196
SPE00120512,2009-08-01,TMIN,205
SPE00120512,2009-08-01,TMAX,370
SPE00120512,2015-07-03,TMAX,372
SPE00120512,2008-09-21,TMAX,290
SPE00120512,2010-09-08,TMIN,184
SPE00120512,2010-04-04,TMAX,215
SPE00120512,2006-10-07,TMIN,166
SPE00120512,2008-12-13,TMIN,22
SPE00120512,2006-03-10,TMAX,200
SPE00120512,2010-03-16,TMIN,77
SPE00120512,2012-12-15,TMIN,151
SPE00120512,2006-02-01,TMAX,172
SPE00120512,2012-12-19,TMIN,80
SPE00120512,2014-07-12,TMAX,333
SPE00120512,2006-03-10,TMIN,77
SPE00120512,2007-12-04,TMIN,80
SPE00120512,2012-12-15,TMAX,179
SPE00120512,2010-09-08,TMAX,308
SPE00120512,2010-07-28,TMIN,250
SPE00120512,2014-07-25,TMIN,177
SPE00120512,2009-02-16,TMAX,172
SPE00120512,2013-04-20,TMAX,269
SPE00120512,2013-03-05,TMIN,122
SPE00120512,2013-03-05,TMAX,171
SPE00120512,2010-11-13,TMAX,209
SPE00120512,2008-05-18,TMIN,134
SPE00120512,2012-04-03,TMIN,129
SPE00120512,2009-06-29,TMAX,342
SPE00120512,2010-12-03,TMAX,118
SPE00120512,2011-03-07,TMAX,220
SPE00120512,2005-09-07,TMAX,290
SPE00120512,2009-01-09,TMAX,114
SPE00120512,2013-04-20,TMIN,142
SPE00120512,2007-01-16,TMIN,47
SPE00120512,2013-11-08,TMIN,113
SPE00120512,2010-03-03,TMIN,103
SPE00120512,2013-11-08,TMAX,231
SPE00120512,2011-03-07,TMIN,73
SPE00120512,2015-04-28,TMAX,259
SPE00120512,2014-05-22,TMIN,104
SPE00120512,2012-12-19,TMAX,131
SPE00120512,2007-07-18,TMAX,355
SPE00120512,2005-11-16,TMAX,188
SPE00120512,2010-07-05,TMAX,411
SPE00120512,2008-05-18,TMAX,249
SPE00120512,2005-02-10,TMAX,185
SPE00120512,2011-10-26,TMAX,222
SPE00120512,2008-10-23,TMIN,148
SPE00120512,2012-09-27,TMAX,194
SPE00120512,2009-02-16,TMIN,75
SPE00120512,2006-07-10,TMIN,240
SPE00120512,2015-02-03,TMIN,104
SPE00120512,2014-07-15,TMIN,200
SPE00120512,2006-01-11,TMAX,164
SPE00120512,2006-01-13,TMAX,135
SPE00120512,2012-09-27,TMIN,162
SPE00120512,2013-04-28,TMAX,169
SPE00120512,2009-06-29,TMIN,206
SPE00120512,2009-01-09,TMIN,-5
SPE00120512,2007-12-30,TMAX,158
SPE00120512,2013-02-21,TMIN,97
SPE00120512,2013-05-08,TMIN,167
SPE00120512,2013-05-08,TMAX,309
SPE00120512,2014-12-09,TMAX,135
SPE00120512,2007-04-21,TMIN,150
SPE00120512,2007-10-14,TMIN,163
SPE00120512,2007-04-21,TMAX,207
SPE00120512,2015-05-04,TMAX,272
SPE00120512,2014-10-15,TMIN,156
SPE00120512,2013-08-20,TMIN,224
SPE00120512,2008-12-03,TMAX,125
SPE00120512,2010-08-14,TMAX,358
SPE00120512,2012-12-08,TMAX,168
SPE00120512,2008-06-26,TMAX,395
SPE00120512,2008-06-26,TMIN,203
SPE00120512,2015-02-16,TMAX,142
SPE00120512,2011-12-01,TMAX,198
SPE00120512,2005-04-14,TMAX,255
SPE00120512,2010-03-03,TMAX,178
SPE00120512,2009-11-10,TMAX,220
SPE00120512,2012-05-29,TMIN,165
SPE00120512,2010-08-02,TMAX,367
SPE00120512,2014-04-14,TMIN,150
SPE00120512,2008-08-21,TMAX,372
SPE00120512,2012-05-29,TMAX,342
SPE00120512,2015-04-29,TMIN,109
SPE00120512,2009-09-07,TMIN,235
SPE00120512,2014-07-25,TMAX,352
SPE00120512,2005-06-26,TMAX,315
SPE00120512,2005-06-30,TMIN,189
SPE00120512,2010-06-02,TMAX,355
SPE00120512,2015-02-16,TMIN,56
SPE00120512,2007-06-25,TMIN,193
SPE00120512,2015-08-30,TMAX,377
SPE00120512,2013-08-29,TMAX,289
SPE00120512,2005-01-18,TMIN,24
SPE00120512,2008-07-23,TMIN,231
SPE00120512,2008-04-12,TMAX,209
SPE00120512,2005-12-02,TMIN,126
SPE00120512,2015-03-18,TMIN,87
SPE00120512,2005-01-18,TMAX,184
SPE00120512,2008-07-23,TMAX,382
SPE00120512,2010-03-31,TMIN,78
SPE00120512,2008-02-02,TMIN,59
SPE00120512,2009-11-10,TMIN,102
SPE00120512,2005-03-20,TMAX,264
SPE00120512,2005-03-20,TMIN,133
SPE00120512,2015-08-30,TMIN,239
SPE00120512,2006-10-28,TMAX,282
SPE00120512,2006-04-23,TMAX,199
SPE00120512,2007-01-28,TMAX,111
SPE00120512,2011-05-24,TMAX,344
SPE00120512,2010-07-20,TMIN,216
SPE00120512,2008-11-12,TMIN,78
SPE00120512,2013-06-02,TMIN,140
SPE00120512,2007-07-25,TMAX,380
SPE00120512,2009-09-21,TMAX,306
SPE00120512,2008-12-23,TMAX,170
SPE00120512,2007-06-25,TMAX,336
SPE00120512,2007-11-16,TMIN,87
SPE00120512,2005-12-13,TMAX,151
SPE00120512,2010-07-20,TMAX,342
SPE00120512,2008-02-28,TMIN,134
SPE00120512,2013-01-21,TMIN,56
SPE00120512,2009-03-21,TMIN,110
SPE00120512,2010-05-13,TMIN,112
SPE00120512,2006-12-03,TMIN,82
SPE00120512,2014-04-17,TMAX,326
SPE00120512,2013-06-06,TMAX,236
SPE00120512,2015-03-18,TMAX,164
SPE00120512,2007-04-07,TMIN,45
SPE00120512,2012-10-11,TMIN,186
SPE00120512,2007-09-11,TMAX,315
SPE00120512,2008-10-15,TMIN,160
SPE00120512,2011-06-16,TMAX,375
SPE00120512,2014-04-18,TMIN,142
SPE00120512,2015-07-29,TMAX,393
SPE00120512,2008-10-15,TMAX,280
SPE00120512,2005-02-28,TMIN,52
SPE00120512,2009-03-21,TMAX,245
SPE00120512,2005-08-01,TMAX,331
SPE00120512,2005-08-01,TMIN,184
SPE00120512,2014-04-16,TMAX,271
SPE00120512,2012-02-25,TMIN,21
SPE00120512,2008-03-28,TMAX,255
SPE00120512,2013-08-29,TMIN,216
SPE00120512,2015-10-02,TMAX,321
SPE00120512,2005-03-14,TMAX,223
SPE00120512,2005-08-05,TMIN,202
SPE00120512,2013-06-02,TMAX,331
SPE00120512,2008-04-12,TMIN,86
SPE00120512,2014-04-16,TMIN,129
SPE00120512,2011-07-25,TMAX,355
SPE00120512,2007-11-27,TMIN,59
SPE00120512,2006-09-30,TMAX,280
SPE00120512,2011-03-27,TMAX,210
SPE00120512,2005-02-07,TMIN,54
SPE00120512,2008-03-20,TMIN,114
SPE00120512,2006-07-10,TMAX,409
SPE00120512,2010-05-17,TMIN,154
SPE00120512,2012-11-28,TMAX,147
SPE00120512,2006-02-15,TMAX,180
SPE00120512,2009-08-31,TMAX,360
SPE00120512,2009-09-21,TMIN,165
SPE00120512,2009-06-21,TMAX,364
SPE00120512,2014-02-17,TMAX,163
SPE00120512,2009-05-17,TMIN,158
SPE00120512,2015-07-11,TMIN,197
SPE00120512,2006-09-19,TMIN,200
SPE00120512,2015-10-02,TMIN,152
SPE00120512,2013-11-03,TMIN,117
SPE00120512,2008-12-13,TMAX,136
SPE00120512,2013-02-07,TMIN,33
SPE00120512,2010-04-14,TMIN,145
SPE00120512,2007-07-15,TMAX,355
SPE00120512,2005-12-16,TMIN,34
SPE00120512,2009-05-23,TMAX,255
SPE00120512,2011-02-18,TMAX,165
SPE00120512,2011-01-15,TMIN,76
SPE00120512,2008-09-23,TMIN,189
SPE00120512,2011-02-18,TMIN,60
SPE00120512,2006-01-11,TMIN,56
SPE00120512,2009-06-11,TMAX,385
SPE00120512,2009-02-02,TMAX,140
SPE00120512,2006-02-15,TMIN,69
SPE00120512,2015-07-27,TMIN,216
SPE00120512,2009-05-23,TMIN,165
SPE00120512,2013-11-03,TMAX,241
SPE00120512,2012-02-16,TMAX,181
SPE00120512,2012-02-16,TMIN,8
SPE00120512,2008-01-18,TMAX,198
SPE00120512,2010-04-04,TMIN,90
SPE00120512,2008-01-18,TMIN,90
SPE00120512,2006-10-28,TMIN,185
SPE00120512,2007-11-27,TMAX,176
SPE00120512,2008-12-23,TMIN,40
SPE00120512,2005-12-13,TMIN,27
SPE00120512,2015-11-16,TMAX,232
SPE00120512,2012-11-28,TMIN,58
SPE00120512,2006-04-23,TMIN,120
SPE00120512,2007-11-16,TMAX,185
SPE00120512,2010-11-27,TMAX,116
SPE00120512,2015-08-06,TMAX,387
SPE00120512,2009-04-06,TMIN,135
SPE00120512,2008-11-12,TMAX,200
SPE00120512,2014-02-18,TMIN,78
SPE00120512,2010-03-16,TMAX,232
SPE00120512,2012-08-07,TMAX,370
SPE00120512,2014-02-18,TMAX,174
SPE00120512,2012-08-07,TMIN,175
SPE00120512,2006-03-12,TMIN,91
SPE00120512,2010-11-27,TMIN,100
SPE00120512,2011-02-12,TMAX,199
SPE00120512,2010-03-18,TMAX,247
SPE00120512,2010-03-18,TMIN,131
SPE00120512,2006-03-12,TMAX,235
SPE00120512,2006-05-04,TMIN,145
SPE00120512,2011-04-02,TMAX,265
SPE00120512,2009-06-21,TMIN,246
SPE00120512,2006-09-19,TMAX,330
SPE00120512,2006-05-04,TMAX,258
SPE00120512,2015-07-11,TMAX,393
SPE00120512,2014-06-08,TMAX,297
SPE00120512,2007-01-28,TMIN,62
SPE00120512,2011-12-26,TMIN,82
SPE00120512,2011-12-26,TMAX,195
SPE00120512,2014-06-08,TMIN,163
SPE00120512,2011-04-02,TMIN,142
SPE00120512,2012-07-24,TMIN,218
SPE00120512,2005-12-24,TMAX,165
SPE00120512,2005-03-01,TMIN,48
SPE00120512,2012-01-13,TMIN,44
SPE00120512,2009-03-17,TMIN,140
SPE00120512,2009-03-17,TMAX,220
SPE00120512,2015-06-09,TMIN,180
SPE00120512,2015-11-11,TMAX,249
SPE00120512,2014-05-27,TMAX,278
SPE00120512,2007-12-14,TMIN,68
SPE00120512,2013-04-09,TMIN,107
SPE00120512,2015-06-09,TMAX,334
SPE00120512,2014-05-27,TMIN,121
SPE00120512,2010-04-06,TMAX,249
SPE00120512,2015-01-10,TMAX,198
SPE00120512,2015-01-10,TMIN,41
SPE00120512,2008-02-04,TMIN,111
SPE00120512,2012-02-22,TMIN,10
SPE00120512,2008-02-27,TMIN,114
SPE00120512,2008-03-23,TMIN,60
SPE00120512,2010-04-06,TMIN,102
SPE00120512,2014-08-25,TMAX,381
SPE00120512,2014-05-08,TMIN,173
SPE00120512,2009-01-13,TMIN,24
SPE00120512,2014-05-08,TMAX,302
SPE00120512,2007-12-14,TMAX,174
SPE00120512,2009-08-14,TMIN,240
SPE00120512,2013-05-19,TMAX,204
SPE00120512,2013-05-19,TMIN,81
SPE00120512,2010-04-01,TMIN,87
SPE00120512,2010-10-20,TMIN,85
SPE00120512,2011-01-22,TMIN,54
SPE00120512,2010-10-20,TMAX,255
SPE00120512,2015-12-17,TMAX,217
SPE00120512,2015-04-21,TMIN,125
SPE00120512,2012-06-28,TMIN,217
SPE00120512,2014-09-13,TMAX,328
SPE00120512,2015-03-29,TMAX,286
SPE00120512,2010-08-21,TMAX,402
SPE00120512,2012-01-13,TMAX,188
SPE00120512,2010-08-21,TMIN,242
SPE00120512,2012-08-10,TMAX,437
SPE00120512,2013-04-09,TMAX,185
SPE00120512,2015-04-16,TMIN,139
SPE00120512,2010-09-29,TMAX,312
SPE00120512,2015-12-17,TMIN,66
SPE00120512,2015-04-16,TMAX,225
SPE00120512,2015-03-29,TMIN,107
SPE00120512,2010-09-29,TMIN,156
SPE00120512,2008-03-23,TMAX,169
SPE00120512,2015-11-11,TMIN,105
SPE00120512,2012-08-10,TMIN,243
SPE00120512,2010-04-01,TMAX,206
SPE00120512,2008-02-27,TMAX,239
SPE00120512,2015-07-16,TMIN,236
SPE00120512,2013-01-31,TMIN,51
SPE00120512,2013-06-21,TMAX,338
SPE00120512,2013-01-31,TMAX,218
SPE00120512,2010-03-10,TMIN,44
SPE00120512,2005-10-12,TMIN,162
SPE00120512,2006-05-15,TMIN,184
SPE00120512,2006-05-15,TMAX,319
SPE00120512,2010-06-23,TMIN,208
SPE00120512,2014-03-29,TMIN,89
SPE00120512,2014-03-29,TMAX,177
SPE00120512,2013-06-21,TMIN,170
SPE00120512,2005-01-17,TMAX,185
SPE00120512,2005-01-17,TMIN,64
SPE00120512,2010-03-09,TMIN,48
SPE00120512,2010-06-23,TMAX,365
SPE00120512,2010-03-10,TMAX,155
SPE00120512,2009-02-17,TMAX,174
SPE00120512,2010-03-09,TMAX,146
SPE00120512,2008-03-06,TMAX,165
SPE00120512,2012-11-05,TMIN,106
SPE00120512,2008-10-25,TMAX,252
SPE00120512,2006-10-16,TMIN,166
SPE00120512,2012-02-22,TMAX,193
SPE00120512,2009-08-14,TMAX,385
SPE00120512,2008-02-04,TMAX,184
SPE00120512,2012-11-05,TMAX,163
SPE00120512,2011-06-10,TMIN,162
SPE00120512,2009-12-26,TMAX,181
SPE00120512,2011-06-10,TMAX,289
SPE00120512,2007-08-09,TMIN,196
SPE00120512,2005-10-12,TMAX,250
SPE00120512,2009-12-26,TMIN,86
SPE00120512,2008-12-30,TMAX,188
SPE00120512,2015-07-16,TMAX,426
SPE00120512,2014-08-19,TMAX,313
SPE00120512,2014-03-06,TMIN,83
SPE00120512,2009-01-13,TMAX,83
SPE00120512,2007-04-03,TMAX,180
SPE00120512,2014-03-06,TMAX,236
SPE00120512,2014-08-19,TMIN,196
SPE00120512,2007-12-16,TMIN,25
SPE00120512,2007-12-16,TMAX,167
SPE00120512,2007-08-09,TMAX,373
SPE00120512,2007-04-09,TMAX,205
SPE00120512,2007-04-09,TMIN,122
SPE00120512,2006-03-22,TMIN,85
SPE00120512,2006-03-22,TMAX,192
SPE00120512,2009-02-17,TMIN,62
SPE00120512,2007-04-03,TMIN,80
SPE00120512,2015-04-21,TMAX,274
SPE00120512,2007-12-24,TMAX,188
SPE00120512,2007-12-24,TMIN,93
SPE00120512,2007-07-29,TMIN,237
SPE00120512,2007-07-29,TMAX,429
SPE00120512,2009-12-03,TMIN,124
SPE00120512,2009-12-03,TMAX,196
SPE00120512,2010-01-25,TMIN,86
SPE00120512,2009-04-09,TMIN,79
SPE00120512,2009-12-12,TMAX,176
SPE00120512,2009-04-09,TMAX,253
SPE00120512,2010-01-25,TMAX,166
SPE00120512,2007-08-19,TMAX,383
SPE00120512,2006-09-08,TMIN,220
SPE00120512,2009-09-05,TMAX,370
SPE00120512,2015-03-02,TMAX,241
SPE00120512,2007-08-19,TMIN,220
SPE00120512,2011-05-09,TMAX,322
SPE00120512,2007-11-29,TMAX,165
SPE00120512,2006-09-05,TMIN,232
SPE00120512,2011-05-09,TMIN,136
SPE00120512,2015-07-09,TMAX,358
SPE00120512,2006-09-18,TMAX,332
SPE00120512,2015-07-09,TMIN,195
SPE00120512,2007-11-29,TMIN,65
SPE00120512,2015-03-02,TMIN,88
SPE00120512,2011-03-16,TMIN,76
SPE00120512,2006-09-08,TMAX,375
SPE00120512,2015-04-10,TMAX,236
SPE00120512,2009-11-01,TMAX,312
SPE00120512,2013-10-27,TMIN,141
SPE00120512,2009-11-01,TMIN,167
SPE00120512,2013-12-02,TMAX,183
SPE00120512,2014-09-09,TMIN,190
SPE00120512,2012-10-18,TMIN,133
SPE00120512,2013-12-02,TMIN,27
SPE00120512,2010-02-08,TMIN,124
SPE00120512,2008-12-05,TMAX,197
SPE00120512,2011-01-17,TMIN,65
SPE00120512,2014-06-28,TMAX,359
SPE00120512,2010-02-08,TMAX,200
SPE00120512,2009-07-25,TMAX,415
SPE00120512,2009-07-25,TMIN,221
SPE00120512,2015-12-21,TMAX,203
SPE00120512,2009-01-24,TMAX,175
SPE00120512,2015-12-21,TMIN,93
SPE00120512,2009-01-24,TMIN,108
SPE00120512,2015-04-10,TMIN,108
SPE00120512,2014-06-28,TMIN,177
SPE00120512,2006-01-16,TMAX,128
SPE00120512,2006-01-16,TMIN,54
SPE00120512,2011-01-17,TMAX,166
SPE00120512,2011-03-16,TMAX,200
SPE00120512,2010-05-29,TMIN,162
SPE00120512,2006-09-05,TMAX,376
SPE00120512,2011-01-21,TMIN,78
SPE00120512,2009-11-22,TMIN,104
SPE00120512,2009-11-22,TMAX,205
SPE00120512,2006-12-08,TMAX,177
SPE00120512,2005-03-16,TMAX,247
SPE00120512,2009-10-19,TMAX,278
SPE00120512,2005-03-16,TMIN,113
SPE00120512,2013-02-01,TMIN,49
SPE00120512,2007-09-04,TMIN,205
SPE00120512,2007-09-04,TMAX,357
SPE00120512,2011-01-21,TMAX,150
SPE00120512,2005-01-23,TMAX,150
SPE00120512,2005-01-23,TMIN,55
SPE00120512,2008-09-26,TMIN,170
SPE00120512,2015-09-10,TMIN,185
SPE00120512,2015-09-10,TMAX,335
SPE00120512,2013-02-01,TMAX,174
SPE00120512,2006-01-07,TMIN,40
SPE00120512,2006-01-07,TMAX,120
SPE00120512,2007-09-21,TMAX,256
SPE00120512,2007-09-21,TMIN,186
SPE00120512,2012-06-28,TMAX,384
SPE00120512,2008-09-26,TMAX,290
SPE00120512,2007-03-05,TMIN,98
SPE00120512,2006-12-08,TMIN,90
SPE00120512,2014-09-13,TMIN,192
SPE00120512,2009-09-05,TMIN,226
SPE00120512,2006-09-18,TMIN,174
SPE00120512,2009-12-12,TMIN,55
SPE00120512,2009-03-03,TMAX,136
SPE00120512,2011-10-03,TMAX,333
SPE00120512,2011-10-03,TMIN,184
SPE00120512,2012-05-09,TMAX,339
SPE00120512,2009-03-03,TMIN,108
SPE00120512,2013-11-20,TMIN,40
SPE00120512,2013-11-20,TMAX,171
SPE00120512,2012-05-09,TMIN,168
SPE00120512,2008-08-06,TMAX,371
SPE00120512,2008-08-06,TMIN,213
SPE00120512,2009-10-19,TMIN,143
SPE00120512,2015-04-24,TMIN,125
SPE00120512,2014-08-01,TMIN,176
SPE00120512,2014-08-01,TMAX,282
SPE00120512,2011-01-22,TMAX,106
SPE00120512,2015-04-24,TMAX,228
SPE00120512,2007-03-05,TMAX,203
SPE00120512,2005-08-28,TMAX,380
SPE00120512,2012-10-18,TMAX,244
SPE00120512,2005-08-28,TMIN,180
SPE00120512,2008-10-25,TMIN,148
SPE00120512,2005-06-21,TMAX,396
SPE00120512,2008-08-15,TMIN,204
SPE00120512,2008-03-06,TMIN,52
SPE00120512,2012-05-07,TMIN,114
SPE00120512,2007-06-16,TMIN,193
SPE00120512,2005-03-12,TMIN,119
SPE00120512,2014-01-10,TMIN,83
SPE00120512,2007-06-16,TMAX,275
SPE00120512,2012-05-07,TMAX,256
SPE00120512,2008-04-13,TMAX,224
SPE00120512,2010-12-26,TMIN,59
SPE00120512,2005-09-24,TMAX,310
SPE00120512,2010-12-26,TMAX,123
SPE00120512,2015-12-06,TMIN,45
SPE00120512,2015-09-09,TMAX,338
SPE00120512,2010-07-31,TMIN,208
SPE00120512,2015-12-06,TMAX,200
SPE00120512,2005-09-24,TMIN,191
SPE00120512,2014-02-01,TMIN,75
SPE00120512,2014-02-01,TMAX,181
SPE00120512,2007-03-18,TMAX,234
SPE00120512,2007-03-18,TMIN,89
SPE00120512,2014-01-10,TMAX,150
SPE00120512,2011-12-08,TMAX,182
SPE00120512,2011-12-08,TMIN,69
SPE00120512,2010-07-31,TMAX,378
SPE00120512,2010-12-19,TMAX,170
SPE00120512,2013-11-16,TMIN,56
SPE00120512,2005-03-12,TMAX,206
SPE00120512,2014-06-19,TMIN,189
SPE00120512,2014-06-19,TMAX,291
SPE00120512,2005-12-06,TMAX,165
SPE00120512,2005-12-06,TMIN,73
SPE00120512,2009-01-29,TMIN,114
SPE00120512,2013-04-30,TMAX,189
SPE00120512,2010-03-11,TMAX,157
SPE00120512,2010-08-23,TMIN,237
SPE00120512,2011-10-28,TMIN,126
SPE00120512,2010-08-23,TMAX,371
SPE00120512,2013-11-16,TMAX,159
